event_idx,group,day,date,start_time,end_time,duration_sec,behavior,initiator_id,receiver_id,ended_by,pen_location,linked,camera_id,video_filename,video_path,event_offset_sec
1118,3,4,2024-08-05,06:12:00,06:12:03,3,tail,5694,5693,initiator,front,True,16,N884A6_ch16_main_20240805060004_20240805063003.mp4,E:\Downey cross-sucking videos 2024\Group 3 Day 4\Cam 16\N884A6_ch16_main_20240805060004_20240805063003.mp4,716.0
1119,3,4,2024-08-05,06:13:29,06:13:31,2,tail,5694,5695,receiver,back,True,16,N884A6_ch16_main_20240805060004_20240805063003.mp4,E:\Downey cross-sucking videos 2024\Group 3 Day 4\Cam 16\N884A6_ch16_main_20240805060004_20240805063003.mp4,805.0
1120,3,4,2024-08-05,06:15:49,06:15:53,4,ear,5692,5694,receiver,front,True,16,N884A6_ch16_main_20240805060004_20240805063003.mp4,E:\Downey cross-sucking videos 2024\Group 3 Day 4\Cam 16\N884A6_ch16_main_20240805060004_20240805063003.mp4,945.0
1121,3,4,2024-08-05,06:15:59,06:16:15,16,ear,5692,5694,receiver,front,True,16,N884A6_ch16_main_20240805060004_20240805063003.mp4,E:\Downey cross-sucking videos 2024\Group 3 Day 4\Cam 16\N884A6_ch16_main_20240805060004_20240805063003.mp4,955.0
1122,3,4,2024-08-05,06:16:18,06:16:22,4,ear,5692,5694,unknown,front,True,16,N884A6_ch16_main_20240805060004_20240805063003.mp4,E:\Downey cross-sucking videos 2024\Group 3 Day 4\Cam 16\N884A6_ch16_main_20240805060004_20240805063003.mp4,974.0
1123,3,4,2024-08-05,06:33:15,06:33:21,6,ear,5693,5692,receiver,middle,True,16,N884A6_ch16_main_20240805063003_20240805070004.mp4,E:\Downey cross-sucking videos 2024\Group 3 Day 4\Cam 16\N884A6_ch16_main_20240805063003_20240805070004.mp4,192.0
1124,3,4,2024-08-05,06:34:37,06:34:39,2,tail,5693,5694,initiator,middle,True,16,N884A6_ch16_main_20240805063003_20240805070004.mp4,E:\Downey cross-sucking videos 2024\Group 3 Day 4\Cam 16\N884A6_ch16_main_20240805063003_20240805070004.mp4,274.0
1125,3,4,2024-08-05,06:39:24,06:39:29,5,ear,5696,5695,initiator,front,True,16,N884A6_ch16_main_20240805063003_20240805070004.mp4,E:\Downey cross-sucking videos 2024\Group 3 Day 4\Cam 16\N884A6_ch16_main_20240805063003_20240805070004.mp4,561.0
1126,3,4,2024-08-05,06:43:31,06:43:32,1,ear,5694,5693,receiver,front,True,16,N884A6_ch16_main_20240805063003_20240805070004.mp4,E:\Downey cross-sucking videos 2024\Group 3 Day 4\Cam 16\N884A6_ch16_main_20240805063003_20240805070004.mp4,808.0
1127,3,4,2024-08-05,06:43:47,06:43:59,12,ear,5694,5693,receiver,front,True,16,N884A6_ch16_main_20240805063003_20240805070004.mp4,E:\Downey cross-sucking videos 2024\Group 3 Day 4\Cam 16\N884A6_ch16_main_20240805063003_20240805070004.mp4,824.0
